0,0,0
2,0,0
4,0,0
6,0,0
8,0,0
10,0,0
12,0,0
14,0,0
16,0,0
18,0,0
20,0,0
22,0,0
24,0,0
26,0,0
28,0,0
30,0,0
32,0,0
34,0,0
36,0,0
38,0,0
40,0,0
42,0,0
44,0,0
46,0,0
48,0,0
50,0,0
52,0,0
54,0,0
56,0,0
58,0,0
60,0,0
62,0,0
64,0,0
66,0,0
68,0,0
70,0,0
72,0,0
74,0,0
76,0,0
78,0,0
80,0,0
82,0,0
84,0,0
86,0,0
88,0,0
90,0,0
92,0,0
94,0,0
96,0,0
98,0,0
100,0,0
102,0,0
104,0,0
106,0,0
108,0,0
110,0,0
112,0,0
114,0,0
116,0,0
118,0,0
120,0,0
122,0,0
124,0,0
126,0,0
128,0,0
130,0,0
132,0,0
134,0,0
136,0,0
138,0,0
140,0,0
142,0,0
144,0,0
146,0,0
148,0,0
150,0,0
152,0,0
154,0,0
156,0,0
158,0,0
160,0,0
162,0,0
164,0,0
166,0,0
168,0,0
170,0,0
172,0,0
174,0,0
176,0,0
178,0,0
180,0,0
182,0,0
184,0,0
186,0,0
188,0,0
190,0,0
192,0,0
194,0,0
196,0,0
198,0,0
200,0,0
202,0,0
204,0,0
206,0,0
208,0,0
210,0,0
212,0,0
214,0,0
216,0,0
218,0,0
220,0,0
222,0,0
224,0,0
226,0,0
228,0,0
230,0,0
232,0,0
234,0,0
236,0,0
238,0,0
240,0,0
242,0,0
244,0,0
246,0,0
248,0,0
250,0,0
252,0,0
254,0,0
256,0,0
258,0,0
260,0,0
262,0,0
264,0,0
266,0,0
268,0,0
270,0,0
272,0,0
274,0,0
276,0,0
278,0,0
280,0,0
282,0,0
284,0,0
286,0,0
288,0,0
290,0,0
292,0,0
294,0,0
296,0,0
298,0,0
300,0,0
302,0,0
304,0,0
306,0,0
308,0,0
310,0,0
312,0,0
314,0,0
316,0,0
318,0,0
320,0,0
322,0,0
324,0,0
326,0,0
328,0,0
330,0,0
332,0,0
334,0,0
336,0,0
338,0,0
340,0,0
342,0,0
344,0,0
346,0,0
348,0,0
350,0,0
352,0,0
354,0,0
356,0,0
358,0,0
360,0,0
362,0,0
364,0,0
366,0,0
368,0,0
370,0,0
372,0,0
374,0,0
376,0,0
378,0,0
380,0,0
382,0,0
384,0,0
386,0,0
388,0,0
390,0,0
392,0,0
394,0,0
396,0,0
398,0,0
400,0,0
402,0,0
404,0,0
406,0,0
408,0,0
410,0,0
412,0,0
414,0,0
416,0,0
418,0,0
420,0,0
422,0,0
424,0,0
426,0,0
428,0,0
430,0,0
432,0,0
434,0,0
436,0,0
438,0,0
440,0,0
442,0,0
444,0,0
446,0,0
448,0,0
450,0,0
452,0,0
454,0,0
456,0,0
458,0,0
460,0,0
462,0,0
464,0,0
466,0,0
468,0,0
470,0,0
472,0,0
474,0,0
476,0,0
478,0,0
480,0,0
482,0,0
484,0,0
486,0,0
488,0,0
490,0,0
492,0,0
494,0,0
496,0,0
498,0,0
500,0,0
502,0,0
504,0,0
506,0,0
508,0,0
510,0,0
512,0,0
514,0,0
516,0,0
518,0,0
520,0,0
522,0,0
524,0,0
526,0,0
528,0,0
530,0,0
532,0,0
534,0,0
536,0,0
538,0,0
540,0,0
542,0,0
544,0,0
546,0,0
548,0,0
550,0,0
552,0,0
554,0,0
556,0,0
558,0,0
560,0,0
562,0,0
564,0,0
566,0,0
568,0,0
570,0,0
572,0,0
574,0,0
576,0,0
578,0,0
580,0,0
582,0,0
584,0,0
586,0,0
588,0,0
590,0,0
592,0,0
594,0,0
596,0,0
598,0,0
600,0,0
602,0,0
604,0,0
606,0,0
608,0,0
610,0,0
612,0,0
614,0,0
616,0,0
618,0,0
620,0,0
622,0,0
624,0,0
626,0,0
628,0,0
630,0,0
632,0,0
634,0,0
636,0,0
638,0,0
640,0,0
642,0,0
644,0,0
646,0,0
648,0,0
650,0,0
652,0,0
654,0,0
656,0,0
658,0,0
660,0,0
662,0,0
664,0,0
666,0,0
668,0,0
670,0,0
672,0,0
674,0,0
676,0,0
678,0,0
680,0,0
682,0,0
684,0,0
686,0,0
688,0,0
690,0,0
692,0,0
694,0,0
696,0,0
698,0,0
700,0,0
702,0,0
704,0,0
706,0,0
708,0,0
710,0,0
712,0,0
714,0,0
716,0,0
718,0,0
720,0,0
722,0,0
724,0,0
726,0,0
728,0,0
730,0,0
732,0,0
734,0,0
736,0,0
738,0,0
740,0,0
742,0,0
744,0,0
746,0,0
748,0,0
750,0,0
752,0,0
754,0,0
756,0,0
758,0,0
760,0,0
762,0,0
764,0,0
766,0,0
768,0,0
770,0,0
772,0,0
774,0,0
776,0,0
778,0,0
780,0,0
782,0,0
784,0,0
786,0,0
788,0,0
790,0,0
792,0,0
794,0,0
796,0,0
798,0,0
800,0,0
802,0,0
804,0,0
806,0,0
808,0,0
810,0,0
812,0,0
814,0,0
816,0,0
818,0,0
820,0,0
822,0,0
824,0,0
826,0,0
828,0,0
830,0,0
832,0,0
834,0,0
836,0,0
838,0,0
840,0,0
842,0,0
844,0,0
846,0,0
848,0,0
850,0,0
852,0,0
854,0,0
856,0,0
858,0,0
860,0,0
862,0,0
864,0,0
866,0,0
868,0,0
870,0,0
872,0,0
874,0,0
876,0,0
878,0,0
880,0,0
882,0,0
884,0,0
886,0,0
888,0,0
890,0,0
892,0,0
894,0,0
896,0,0
898,0,0
900,0,0
902,0,0
904,0,0
906,0,0
908,0,0
910,0,0
912,0,0
914,0,0
916,0,0
918,0,0
920,0,0
922,0,0
924,0,0
926,0,0
928,0,0
930,0,0
932,0,0
934,0,0
936,0,0
938,0,0
940,0,0
942,0,0
944,0,0
946,0,0
948,0,0
950,0,0
952,0,0
954,0,0
956,0,0
958,0,0
960,0,0
962,0,0
964,0,0
966,0,0
968,0,0
970,0,0
972,0,0
974,0,0
976,0,0
978,0,0
980,0,0
982,0,0
984,0,0
986,0,0
988,0,0
990,0,0
992,0,0
994,0,0
996,0,0
998,0,0
1000,0,0
1002,0,0
1004,0,0
1006,0,0
1008,0,0
1010,0,0
1012,0,0
1014,0,0
1016,0,0
1018,0,0
1020,0,0
1022,0,0
1024,0,0
1026,0,0
1028,0,0
1030,0,0
1032,0,0
1034,0,0
1036,0,0
1038,0,0
1040,0,0
1042,0,0
1044,0,0
1046,0,0
1048,0,0
1050,0,0
1052,0,0
1054,0,0
1056,0,0
1058,0,0
1060,0,0
1062,0,0
1064,0,0
1066,0,0
1068,0,0
1070,0,0
1072,0,0
1074,0,0
1076,0,0
1078,0,0
1080,0,0
1082,0,0
1084,0,0
1086,0,0
1088,0,0
1090,0,0
1092,0,0
1094,0,0
1096,0,0
1098,0,0
1100,0,0
1102,0,0
1104,0,0
1106,0,0
1108,0,0
1110,0,0
1112,0,0
1114,0,0
1116,0,0
1118,0,0
1120,0,0
1122,0,0
1124,0,0
1126,0,0
1128,0,0
1130,0,0
1132,0,0
1134,0,0
1136,0,0
1138,0,0
1140,0,0
1142,0,0
1144,0,0
1146,0,0
1148,0,0
1150,0,0
1152,0,0
1154,0,0
1156,0,0
1158,0,0
1160,0,0
1162,0,0
1164,0,0
1166,0,0
1168,0,0
1170,0,0
1172,0,0
1174,0,0
1176,0,0
1178,0,0
1180,0,0
1182,0,0
1184,0,0
1186,0,0
1188,0,0
1190,0,0
1192,0,0
1194,0,0
1196,0,0
1198,0,0
1200,0,0
1202,0,0
1204,0,0
1206,0,0
1208,0,0
1210,0,0
1212,0,0
1214,0,0
1216,0,0
1218,0,0
1220,0,0
1222,0,0
1224,0,0
1226,0,0
1228,0,0
1230,0,0
1232,0,0
1234,0,0
1236,0,0
1238,0,0
1240,0,0
1242,0,0
1244,0,0
1246,0,0
1248,0,0
1250,0,0
1252,0,0
1254,0,0
1256,0,0
1258,0,0
1260,0,0
1262,0,0
1264,0,0
1266,0,0
1268,0,0
1270,0,0
1272,0,0
1274,0,0
1276,0,0
1278,0,0
1280,0,0
1282,0,0
1284,0,0
1286,0,0
1288,0,0
1290,0,0
1292,0,0
1294,0,0
1296,0,0
1298,0,0
1300,0,0
1302,0,0
1304,0,0
1306,0,0
1308,0,0
1310,0,0
1312,0,0
1314,0,0
1316,0,0
1318,0,0
1320,0,0
1322,0,0
1324,0,0
1326,0,0
1328,0,0
1330,0,0
1332,0,0
1334,0,0
1336,0,0
1338,0,0
1340,0,0
1342,0,0
1344,0,0
1346,0,0
1348,0,0
1350,0,0
1352,0,0
1354,0,0
1356,0,0
1358,0,0
1360,0,0
1362,0,0
1364,0,0
1366,0,0
1368,0,0
1370,0,0
1372,0,0
1374,0,0
1376,0,0
1378,0,0
1380,0,0
1382,0,0
1384,0,0
1386,0,0
1388,0,0
1390,0,0
1392,0,0
1394,0,0
1396,0,0
1398,0,0
1400,0,0
1402,0,0
1404,0,0
1406,0,0
1408,0,0
1410,0,0
1412,0,0
1414,0,0
1416,0,0
1418,0,0
1420,0,0
1422,0,0
1424,0,0
1426,0,0
1428,0,0
1430,0,0
1432,0,0
1434,0,0
1436,0,0
1438,0,0
1440,0,0
1442,0,0
1444,0,0
1446,0,0
1448,0,0
1450,0,0
1452,0,0
1454,0,0
1456,0,0
1458,0,0
1460,0,0
1462,0,0
1464,0,0
1466,0,0
1468,0,0
1470,0,0
1472,0,0
1474,0,0
1476,0,0
1478,0,0
1480,0,0
1482,0,0
1484,0,0
1486,0,0
1488,0,0
1490,0,0
1492,0,0
1494,0,0
1496,0,0
1498,0,0
1500,0,0
1502,0,0
1504,0,0
1506,0,0
1508,0,0
1510,0,0
1512,0,0
1514,0,0
1516,0,0
1518,0,0
1520,0,0
1522,0,0
1524,0,0
1526,0,0
1528,0,0
1530,0,0
1532,0,0
1534,0,0
1536,0,0
1538,0,0
1540,0,0
1542,0,0
1544,0,0
1546,0,0
1548,0,0
1550,0,0
1552,0,0
1554,0,0
1556,0,0
1558,0,0
1560,0,0
1562,0,0
1564,0,0
1566,0,0
1568,0,0
1570,0,0
1572,0,0
1574,0,0
1576,0,0
1578,0,0
1580,0,0
1582,0,0
1584,0,0
1586,0,0
1588,0,0
1590,0,0
1592,0,0
1594,0,0
1596,0,0
1598,0,0
1600,0,0
1602,0,0
1604,0,0
1606,0,0
1608,0,0
1610,0,0
1612,0,0
1614,0,0
1616,0,0
1618,0,0
1620,0,0
1622,0,0
1624,0,0
1626,0,0
1628,0,0
1630,0,0
1632,0,0
1634,0,0
1636,0,0
1638,0,0
1640,0,0
1642,0,0
1644,0,0
1646,0,0
1648,0,0
1650,0,0
1652,0,0
1654,0,0
1656,0,0
1658,0,0
1660,0,0
1662,0,0
1664,0,0
1666,0,0
1668,0,0
1670,0,0
1672,0,0
1674,0,0
1676,0,0
1678,0,0
1680,0,0
1682,0,0
1684,0,0
1686,0,0
1688,0,0
1690,0,0
1692,0,0
1694,0,0
1696,0,0
1698,0,0
1700,0,0
1702,0,0
1704,0,0
1706,0,0
1708,0,0
1710,0,0
1712,0,0
1714,0,0
1716,0,0
1718,0,0
1720,0,0
1722,0,0
1724,0,0
1726,0,0
1728,0,0
1730,0,0
1732,0,0
